param,mean,median,0.950_CI_LB,0.950_CI_UB
alpha_loc_3337_pop_0,0.001125,0.000758,-0.060872,0.063771
alpha_loc_3338_pop_0,-0.000355,-0.000740,-0.062279,0.060908
alpha_loc_3339_pop_0,0.000359,0.000142,-0.060361,0.062029
alpha_loc_3340_pop_0,0.002508,0.002515,-0.059255,0.063242
alpha_loc_3341_pop_0,0.000001,0.000261,-0.061363,0.061376
alpha_loc_3342_pop_0,-0.000129,-0.000108,-0.062150,0.062565
alpha_loc_3343_pop_0,0.000211,-0.000102,-0.060616,0.062493
alpha_loc_3344_pop_0,-0.000257,-0.000194,-0.061296,0.061892
alpha_loc_3345_pop_0,0.000138,-0.000016,-0.061252,0.063033
alpha_loc_3346_pop_0,0.000130,0.000389,-0.062280,0.062420
alpha_loc_3347_pop_0,-0.001199,-0.000829,-0.064042,0.060098
alpha_loc_3348_pop_0,0.000380,0.000417,-0.060096,0.061700
alpha_loc_3349_pop_0,0.000084,-0.000386,-0.061200,0.063146
alpha_loc_3350_pop_0,0.000078,0.000205,-0.062906,0.063388
alpha_loc_3351_pop_0,-0.000549,-0.000387,-0.062406,0.060217
alpha_loc_3352_pop_0,0.003925,0.003802,-0.055477,0.065075
alpha_loc_3353_pop_0,0.000361,-0.000101,-0.060523,0.060677
alpha_loc_3354_pop_0,0.000729,0.000469,-0.060512,0.063469
alpha_loc_3355_pop_0,-0.000162,0.000008,-0.062717,0.060483
alpha_loc_3356_pop_0,0.000369,0.000048,-0.060914,0.064376
alpha_loc_3357_pop_0,-0.000243,-0.000148,-0.062168,0.061072
alpha_loc_3358_pop_0,0.000847,0.000779,-0.060629,0.061543
alpha_loc_3359_pop_0,-0.000703,-0.000406,-0.063411,0.058770
alpha_loc_3360_pop_0,0.000012,0.000038,-0.062559,0.061487
alpha_loc_3361_pop_0,0.001216,0.001185,-0.060073,0.062859
alpha_loc_3362_pop_0,-0.000722,-0.000608,-0.063074,0.061336
alpha_loc_3363_pop_0,-0.001935,-0.001629,-0.062656,0.058529
alpha_loc_3364_pop_0,0.000673,0.000476,-0.061383,0.063673
alpha_loc_3365_pop_0,-0.000087,0.000064,-0.062375,0.063390
alpha_loc_3366_pop_0,-0.001693,-0.001169,-0.065126,0.058795
alpha_loc_3367_pop_0,-0.000658,-0.000452,-0.062211,0.062005
alpha_loc_3368_pop_0,-0.000170,-0.000059,-0.060842,0.060394
alpha_loc_3369_pop_0,0.001500,0.001209,-0.059625,0.063043
alpha_loc_3370_pop_0,-0.000285,-0.000193,-0.063004,0.061997
alpha_loc_3371_pop_0,-0.002232,-0.001564,-0.065919,0.058141
alpha_loc_3372_pop_0,-0.000571,-0.000576,-0.060824,0.061239
alpha_loc_3373_pop_0,-0.000419,-0.000269,-0.063201,0.062100
alpha_loc_3374_pop_0,-0.001199,-0.001065,-0.064160,0.059825
alpha_loc_3375_pop_0,0.000025,-0.000112,-0.061269,0.063682
alpha_loc_3376_pop_0,-0.000022,0.000022,-0.061315,0.060245
alpha_loc_3377_pop_0,-0.000844,-0.000692,-0.064117,0.059982
alpha_loc_3378_pop_0,-0.000222,-0.000353,-0.063234,0.062180
alpha_loc_3379_pop_0,-0.000213,-0.000138,-0.062262,0.063331
alpha_loc_3380_pop_0,-0.000244,-0.000234,-0.061709,0.062468
alpha_loc_3381_pop_0,-0.000151,-0.000201,-0.062614,0.060979
alpha_loc_3382_pop_0,-0.001861,-0.001583,-0.064380,0.057333
alpha_loc_3383_pop_0,0.000144,0.000214,-0.063228,0.060724
alpha_loc_3384_pop_0,-0.000055,-0.000219,-0.060650,0.061892
alpha_loc_3385_pop_0,0.000615,0.000558,-0.060112,0.063107
alpha_loc_3386_pop_0,0.000148,-0.000191,-0.061399,0.062201
alpha_loc_3387_pop_0,-0.000134,0.000508,-0.065541,0.061732
alpha_loc_3388_pop_0,-0.000466,-0.000162,-0.064515,0.060617
alpha_loc_3389_pop_0,0.000008,-0.000152,-0.062151,0.061962
alpha_loc_3390_pop_0,-0.000039,-0.000398,-0.061922,0.063684
alpha_loc_3391_pop_0,0.000127,0.000288,-0.061733,0.061923
alpha_loc_3392_pop_0,-0.001073,-0.000972,-0.064135,0.059804
alpha_loc_3393_pop_0,0.001307,0.000979,-0.059156,0.063591
alpha_loc_3394_pop_0,-0.000058,-0.000479,-0.061353,0.061674
alpha_loc_3395_pop_0,-0.000268,-0.000219,-0.059900,0.061545
alpha_loc_3396_pop_0,0.000363,-0.000014,-0.061918,0.062930
alpha_loc_3397_pop_0,-0.001070,-0.000930,-0.064910,0.061624
alpha_loc_3398_pop_0,0.000236,-0.000255,-0.060267,0.063162
alpha_loc_3399_pop_0,-0.000882,-0.000854,-0.062542,0.060136
alpha_loc_3400_pop_0,0.000642,0.000719,-0.061469,0.063239
alpha_loc_3401_pop_0,-0.000826,-0.000390,-0.061835,0.059351
alpha_loc_3402_pop_0,0.002693,0.002323,-0.057510,0.063577
alpha_loc_3403_pop_0,0.000229,0.000160,-0.059505,0.061525
alpha_loc_3404_pop_0,0.000076,0.000364,-0.061710,0.061698
alpha_loc_3405_pop_0,-0.000212,-0.000230,-0.063049,0.062732
alpha_loc_3406_pop_0,0.000525,0.000465,-0.060482,0.063165
alpha_loc_3407_pop_0,0.000605,0.000557,-0.060578,0.060928
alpha_loc_3408_pop_0,0.000120,0.000306,-0.061870,0.061840
alpha_loc_3409_pop_0,-0.000545,-0.000558,-0.063121,0.061814
alpha_loc_3410_pop_0,-0.000056,-0.000102,-0.061583,0.062585
alpha_loc_3411_pop_0,-0.001691,-0.001211,-0.063235,0.056682
alpha_loc_3412_pop_0,0.000303,0.000178,-0.060680,0.061421
alpha_loc_3413_pop_0,0.000541,0.000692,-0.060902,0.061968
alpha_loc_3414_pop_0,0.000330,0.000091,-0.061138,0.062880
alpha_loc_3415_pop_0,-0.000069,0.000032,-0.061457,0.060109
alpha_loc_3416_pop_0,-0.000513,-0.000528,-0.061934,0.059817
alpha_loc_3417_pop_0,0.000390,0.000130,-0.062462,0.063969
alpha_loc_3418_pop_0,-0.001317,-0.001170,-0.062745,0.058369
alpha_loc_3419_pop_0,-0.000020,0.000232,-0.063788,0.062436
alpha_loc_3420_pop_0,-0.001009,-0.000760,-0.062740,0.059958
alpha_loc_3421_pop_0,0.000572,0.000592,-0.061227,0.062307
alpha_loc_3422_pop_0,-0.000156,-0.000034,-0.063730,0.062200
alpha_loc_3423_pop_0,-0.000969,-0.000953,-0.062344,0.060349
alpha_loc_3424_pop_0,0.000609,0.000139,-0.060312,0.064348
alpha_loc_3425_pop_0,-0.003643,-0.003385,-0.066099,0.055351
alpha_loc_3426_pop_0,0.000458,0.000425,-0.061184,0.064070
alpha_loc_3427_pop_0,0.000394,0.000242,-0.062047,0.063082
alpha_loc_3428_pop_0,0.000652,0.000721,-0.060270,0.062932
alpha_loc_3429_pop_0,0.000245,0.000238,-0.061459,0.061875
alpha_loc_3430_pop_0,-0.000349,-0.000223,-0.063104,0.060960
alpha_loc_3431_pop_0,-0.002043,-0.001668,-0.062054,0.057375
alpha_loc_3432_pop_0,-0.000177,-0.000101,-0.061863,0.059856
alpha_loc_3433_pop_0,-0.001024,-0.000821,-0.061425,0.059863
alpha_loc_3434_pop_0,0.000199,0.000351,-0.061591,0.060618
alpha_loc_3435_pop_0,0.000631,0.000487,-0.061031,0.062787
alpha_loc_3436_pop_0,-0.000310,-0.000403,-0.062026,0.061043
alpha_loc_3437_pop_0,0.000489,0.000566,-0.061415,0.061013
alpha_loc_3438_pop_0,-0.000246,-0.000116,-0.060331,0.060944
alpha_loc_3439_pop_0,-0.000114,-0.000242,-0.061070,0.062739
alpha_loc_3440_pop_0,0.000381,0.000462,-0.062364,0.064272
alpha_loc_3441_pop_0,0.000109,-0.000254,-0.060825,0.061928
alpha_loc_3442_pop_0,0.000842,0.000832,-0.059131,0.062710
alpha_loc_3443_pop_0,-0.001734,-0.001532,-0.065213,0.060814
alpha_loc_3444_pop_0,-0.002261,-0.001572,-0.065058,0.059066
alpha_loc_3445_pop_0,-0.000159,-0.000381,-0.059976,0.060651
alpha_loc_3446_pop_0,0.000620,0.000556,-0.060243,0.063703
alpha_loc_3447_pop_0,-0.001663,-0.001349,-0.065132,0.058406
alpha_loc_3448_pop_0,-0.000613,-0.000780,-0.062249,0.061077
alpha_loc_3449_pop_0,0.000767,0.000809,-0.058712,0.061346
alpha_loc_3450_pop_0,-0.003894,-0.003152,-0.065852,0.055568
alpha_loc_3451_pop_0,0.004424,0.003511,-0.055466,0.069728
alpha_loc_3452_pop_0,-0.000666,-0.000940,-0.062386,0.060975
alpha_loc_3453_pop_0,-0.000826,-0.000488,-0.063543,0.059527
alpha_loc_3454_pop_0,0.001774,0.001296,-0.058118,0.064189
alpha_loc_3455_pop_0,0.001796,0.001561,-0.059261,0.063505
alpha_loc_3456_pop_0,0.002350,0.001959,-0.058217,0.065700
alpha_loc_3457_pop_0,-0.002722,-0.002403,-0.064943,0.057649
alpha_loc_3458_pop_0,0.000040,0.000205,-0.059410,0.060982
alpha_loc_3459_pop_0,0.001560,0.001685,-0.060559,0.064016
alpha_loc_3460_pop_0,0.000342,0.000278,-0.061061,0.063415
alpha_loc_3461_pop_0,0.002571,0.002171,-0.059320,0.066590
alpha_loc_3462_pop_0,0.000512,0.000335,-0.060603,0.062844
alpha_loc_3463_pop_0,-0.000690,-0.000425,-0.064380,0.060730
alpha_loc_3464_pop_0,0.000073,0.000224,-0.063567,0.061695
alpha_loc_3465_pop_0,-0.000178,-0.000373,-0.061724,0.060813
alpha_loc_3466_pop_0,0.000036,-0.000060,-0.061754,0.061518
alpha_loc_3467_pop_0,-0.000300,-0.000270,-0.061639,0.060751
alpha_loc_3468_pop_0,-0.000206,-0.000119,-0.062324,0.061364
alpha_loc_3469_pop_0,0.000270,0.000228,-0.063022,0.062480
alpha_loc_3470_pop_0,-0.000345,0.000037,-0.061397,0.060325
alpha_loc_3471_pop_0,-0.000755,-0.000484,-0.064096,0.061699
alpha_loc_3472_pop_0,-0.000061,-0.000202,-0.062064,0.061550
alpha_loc_3473_pop_0,0.000718,0.000597,-0.062588,0.063768
alpha_loc_3474_pop_0,0.000321,0.000149,-0.060791,0.061521
alpha_loc_3475_pop_0,0.000281,0.000264,-0.061970,0.060704
alpha_loc_3476_pop_0,0.000979,0.000751,-0.059246,0.060717
alpha_loc_3477_pop_0,0.000502,0.000419,-0.060804,0.063888
alpha_loc_3478_pop_0,-0.000618,-0.000423,-0.063615,0.061060
alpha_loc_3479_pop_0,-0.000256,-0.000153,-0.060868,0.061689
alpha_loc_3480_pop_0,-0.000409,-0.000153,-0.062726,0.060423
alpha_loc_3481_pop_0,0.000491,0.000608,-0.061902,0.063432
alpha_loc_3482_pop_0,-0.000690,-0.000871,-0.063133,0.061064
alpha_loc_3483_pop_0,-0.000864,-0.000698,-0.063332,0.061510
alpha_loc_3484_pop_0,-0.000412,-0.000488,-0.061057,0.059708
alpha_loc_3485_pop_0,0.000120,-0.000196,-0.062270,0.062492
alpha_loc_3486_pop_0,0.000105,-0.000216,-0.060951,0.061090
alpha_loc_3487_pop_0,0.000727,0.000344,-0.061336,0.060406
alpha_loc_3488_pop_0,-0.000804,-0.000689,-0.063998,0.060697
alpha_loc_3489_pop_0,-0.003056,-0.001961,-0.067967,0.056578
alpha_loc_3490_pop_0,-0.000446,-0.000045,-0.062023,0.060587
alpha_loc_3491_pop_0,0.000116,-0.000134,-0.061429,0.062860
alpha_loc_3492_pop_0,0.000095,0.000365,-0.061373,0.060535
alpha_loc_3493_pop_0,0.001459,0.001320,-0.059804,0.065598
alpha_loc_3494_pop_0,-0.000173,0.000026,-0.060515,0.061134
alpha_loc_3495_pop_0,-0.000252,-0.000349,-0.061960,0.061908
alpha_loc_3496_pop_0,-0.000502,-0.000121,-0.060924,0.059563
alpha_loc_3497_pop_0,0.000272,0.000449,-0.062493,0.061132
alpha_loc_3498_pop_0,0.000135,0.000391,-0.063520,0.061175
alpha_loc_3499_pop_0,0.000115,0.000281,-0.061655,0.060688
alpha_loc_3500_pop_0,0.000074,-0.000041,-0.061014,0.062297
alpha_loc_3501_pop_0,-0.000304,0.000099,-0.062592,0.062719
alpha_loc_3502_pop_0,0.000066,-0.000093,-0.062155,0.062600
alpha_loc_3503_pop_0,-0.001095,-0.001089,-0.062796,0.060271
alpha_loc_3504_pop_0,0.000083,0.000201,-0.061937,0.062336
alpha_loc_3505_pop_0,0.001053,0.000930,-0.060445,0.063395
alpha_loc_3506_pop_0,0.000244,0.000357,-0.060688,0.063137
alpha_loc_3507_pop_0,0.000275,0.000293,-0.061270,0.061562
alpha_loc_3508_pop_0,-0.003541,-0.002807,-0.067563,0.056842
alpha_loc_3509_pop_0,0.000259,0.000050,-0.060866,0.061943
alpha_loc_3510_pop_0,0.000347,0.000481,-0.062774,0.061999
alpha_loc_3511_pop_0,0.000171,0.000448,-0.061374,0.062079
alpha_loc_3512_pop_0,-0.000507,-0.000581,-0.062845,0.061684
alpha_loc_3513_pop_0,-0.001810,-0.001862,-0.063990,0.059648
alpha_loc_3514_pop_0,-0.000167,-0.000119,-0.063253,0.060234
alpha_loc_3515_pop_0,0.000383,0.000448,-0.060684,0.060572
alpha_loc_3516_pop_0,-0.003295,-0.002747,-0.066159,0.056794
alpha_loc_3517_pop_0,0.000472,0.000191,-0.060315,0.063125
alpha_loc_3518_pop_0,-0.000083,-0.000612,-0.063090,0.063400
alpha_loc_3519_pop_0,0.000072,-0.000184,-0.061313,0.061517
alpha_loc_3520_pop_0,0.000293,0.000421,-0.061587,0.061250
alpha_loc_3521_pop_0,-0.000205,-0.000195,-0.063089,0.064171
alpha_loc_3522_pop_0,0.000185,0.000214,-0.060375,0.061293
alpha_loc_3523_pop_0,0.000061,-0.000308,-0.062186,0.063503
alpha_loc_3524_pop_0,-0.000331,0.000019,-0.062531,0.058821
alpha_loc_3525_pop_0,0.000403,0.000420,-0.060784,0.060853
alpha_loc_3526_pop_0,-0.000536,-0.000166,-0.063502,0.061097
alpha_loc_3527_pop_0,-0.000044,-0.000200,-0.061602,0.063899
alpha_loc_3528_pop_0,-0.000625,-0.000228,-0.064136,0.061908
alpha_loc_3529_pop_0,0.000024,-0.000144,-0.060638,0.060533
alpha_loc_3530_pop_0,-0.000679,-0.000390,-0.061607,0.059061
alpha_loc_3531_pop_0,0.000370,0.000538,-0.060406,0.060151
alpha_loc_3532_pop_0,-0.000131,0.000158,-0.061940,0.061706
alpha_loc_3533_pop_0,0.000538,0.000433,-0.060149,0.062037
alpha_loc_3534_pop_0,-0.000581,-0.000271,-0.062554,0.060779
alpha_loc_3535_pop_0,-0.000250,0.000174,-0.063070,0.060029
alpha_loc_3536_pop_0,-0.000012,0.000216,-0.062568,0.062991
alpha_loc_3537_pop_0,-0.000253,0.000355,-0.061582,0.059729
alpha_loc_3538_pop_0,0.000430,0.000103,-0.060858,0.062585
alpha_loc_3539_pop_0,-0.000286,-0.000074,-0.062071,0.060765
alpha_loc_3540_pop_0,-0.000845,-0.000974,-0.062049,0.059353
alpha_loc_3541_pop_0,-0.000334,-0.000497,-0.062273,0.059819
alpha_loc_3542_pop_0,-0.000738,-0.000663,-0.062506,0.061569
alpha_loc_3543_pop_0,0.000482,0.000189,-0.060832,0.062456
alpha_loc_3544_pop_0,-0.000528,-0.000709,-0.061512,0.062492
alpha_loc_3545_pop_0,0.000650,0.000801,-0.061556,0.061839
alpha_loc_3546_pop_0,-0.000731,-0.000548,-0.061612,0.060484
alpha_loc_3547_pop_0,-0.000558,-0.000421,-0.062602,0.060145
alpha_loc_3548_pop_0,-0.000035,-0.000261,-0.061517,0.064455
alpha_loc_3549_pop_0,-0.000391,-0.000318,-0.062881,0.061846
alpha_loc_3550_pop_0,-0.001583,-0.001346,-0.064612,0.059646
alpha_loc_3551_pop_0,-0.003136,-0.002662,-0.067611,0.055459
alpha_loc_3552_pop_0,-0.000259,-0.000421,-0.061261,0.062184
alpha_loc_3553_pop_0,-0.002865,-0.001958,-0.066660,0.056903
alpha_loc_3554_pop_0,0.000128,0.000549,-0.063131,0.060649
alpha_loc_3555_pop_0,0.003264,0.002805,-0.055955,0.066323
alpha_loc_3556_pop_0,-0.000337,-0.000456,-0.061012,0.060694
alpha_loc_3557_pop_0,0.000009,-0.000063,-0.059562,0.061435
alpha_loc_3558_pop_0,-0.003108,-0.002726,-0.067492,0.056126
alpha_loc_3559_pop_0,-0.000030,-0.000312,-0.064168,0.063671
alpha_loc_3560_pop_0,-0.000254,0.000170,-0.062162,0.061723
alpha_loc_3561_pop_0,0.000270,0.000391,-0.061610,0.060321
alpha_loc_3562_pop_0,-0.000201,-0.000316,-0.061483,0.061038
alpha_loc_3563_pop_0,0.000254,0.000379,-0.060811,0.062256
alpha_loc_3564_pop_0,0.000237,0.000094,-0.061353,0.063475
alpha_loc_3565_pop_0,0.000143,0.000313,-0.061880,0.061305
alpha_loc_3566_pop_0,-0.000987,-0.000903,-0.062322,0.060182
alpha_loc_3567_pop_0,-0.000296,-0.000087,-0.061740,0.062158
alpha_loc_3568_pop_0,0.001197,0.000925,-0.060950,0.062918
alpha_loc_3569_pop_0,0.000571,0.000287,-0.061001,0.063238
alpha_loc_3570_pop_0,-0.000610,-0.000458,-0.063294,0.061320
alpha_loc_3571_pop_0,0.000144,-0.000344,-0.060671,0.063156
alpha_loc_3572_pop_0,0.000040,-0.000292,-0.061284,0.061404
alpha_loc_3573_pop_0,-0.000531,-0.000640,-0.062443,0.061479
alpha_loc_3574_pop_0,0.000054,0.000033,-0.061821,0.063305
alpha_loc_3575_pop_0,0.000076,0.000033,-0.059753,0.062216
alpha_loc_3576_pop_0,-0.000369,-0.000446,-0.062604,0.059942
alpha_loc_3577_pop_0,-0.000501,-0.000537,-0.062541,0.059938
alpha_loc_3578_pop_0,-0.001405,-0.001237,-0.062136,0.060501
alpha_loc_3579_pop_0,-0.000228,-0.000455,-0.062649,0.061964
alpha_loc_3580_pop_0,0.002955,0.002409,-0.057224,0.067186
alpha_loc_3581_pop_0,-0.000423,-0.000534,-0.062823,0.061168
alpha_loc_3582_pop_0,-0.000245,-0.000218,-0.062245,0.060865
alpha_loc_3583_pop_0,0.002369,0.001650,-0.056864,0.066294
alpha_loc_3584_pop_0,-0.000951,-0.000889,-0.063039,0.060941
alpha_loc_3585_pop_0,0.001726,0.001591,-0.060300,0.065197
alpha_loc_3586_pop_0,0.000222,0.000088,-0.062500,0.063560
alpha_loc_3587_pop_0,-0.000029,-0.000217,-0.061716,0.062938
alpha_loc_3588_pop_0,0.000740,0.000548,-0.060237,0.064036
alpha_loc_3589_pop_0,0.000166,-0.000244,-0.061630,0.061605
alpha_loc_3590_pop_0,0.002014,0.001681,-0.059095,0.064317
alpha_loc_3591_pop_0,-0.000718,-0.000453,-0.063451,0.061876
alpha_loc_3592_pop_0,-0.000368,-0.000622,-0.063796,0.061300
alpha_loc_3593_pop_0,-0.000534,0.000117,-0.062992,0.060466
alpha_loc_3594_pop_0,0.000092,0.000086,-0.063632,0.063474
alpha_loc_3595_pop_0,-0.000628,-0.000445,-0.063236,0.060651
alpha_loc_3596_pop_0,-0.000509,-0.000742,-0.063694,0.062045
alpha_loc_3597_pop_0,0.000245,0.000082,-0.060010,0.061220
alpha_loc_3598_pop_0,0.000254,-0.000007,-0.063067,0.063818
alpha_loc_3599_pop_0,0.000196,0.000280,-0.061419,0.063118
alpha_loc_3600_pop_0,-0.001299,-0.000675,-0.063612,0.059905
alpha_loc_3601_pop_0,-0.001094,-0.000750,-0.064752,0.058953
alpha_loc_3602_pop_0,-0.000191,-0.000301,-0.060063,0.059957
alpha_loc_3603_pop_0,-0.001009,-0.000593,-0.063579,0.058191
alpha_loc_3604_pop_0,-0.000688,-0.000258,-0.065456,0.059893
alpha_loc_3605_pop_0,0.000055,0.000142,-0.062480,0.061325
alpha_loc_3606_pop_0,-0.000112,-0.000027,-0.064053,0.061899
alpha_loc_3607_pop_0,-0.000332,-0.000472,-0.062126,0.062176
alpha_loc_3608_pop_0,-0.000659,-0.000654,-0.061912,0.061780
alpha_loc_3609_pop_0,-0.000160,-0.000376,-0.061252,0.061839
alpha_loc_3610_pop_0,-0.000615,-0.000777,-0.061921,0.061065
alpha_loc_3611_pop_0,-0.000752,-0.000867,-0.061595,0.059980
alpha_loc_3612_pop_0,-0.000129,0.000083,-0.062478,0.061306
alpha_loc_3613_pop_0,0.000157,0.000277,-0.061269,0.063015
alpha_loc_3614_pop_0,0.000317,0.000010,-0.061295,0.062624
alpha_loc_3615_pop_0,0.000562,0.000409,-0.061651,0.063412
alpha_loc_3616_pop_0,0.003206,0.002636,-0.056911,0.065195
alpha_loc_3617_pop_0,0.000432,0.000353,-0.060802,0.061583
alpha_loc_3618_pop_0,0.002350,0.001854,-0.057382,0.064472
alpha_loc_3619_pop_0,0.001598,0.001644,-0.059745,0.064870
alpha_loc_3620_pop_0,-0.000285,0.000046,-0.061722,0.062134
alpha_loc_3621_pop_0,0.000155,-0.000095,-0.063237,0.059979
alpha_loc_3622_pop_0,-0.000119,0.000002,-0.062267,0.062973
alpha_loc_3623_pop_0,0.000897,0.000774,-0.059689,0.062940
alpha_loc_3624_pop_0,0.000159,-0.000062,-0.058407,0.061425
alpha_loc_3625_pop_0,0.000319,0.000373,-0.061568,0.061048
alpha_loc_3626_pop_0,-0.001822,-0.001199,-0.066542,0.059749
alpha_loc_3627_pop_0,-0.000511,-0.000656,-0.062978,0.061227
alpha_loc_3628_pop_0,0.002571,0.001792,-0.056938,0.066176
alpha_loc_3629_pop_0,-0.000317,-0.000396,-0.059641,0.062219
alpha_loc_3630_pop_0,-0.001884,-0.001547,-0.064913,0.058297
alpha_loc_3631_pop_0,-0.000081,0.000179,-0.062015,0.062825
alpha_loc_3632_pop_0,0.000093,0.000159,-0.062610,0.061825
alpha_loc_3633_pop_0,-0.000154,0.000117,-0.062225,0.060441
alpha_loc_3634_pop_0,0.000814,0.000566,-0.060083,0.062676
alpha_loc_3635_pop_0,0.000003,0.000091,-0.061696,0.062790
alpha_loc_3636_pop_0,-0.000144,-0.000056,-0.062137,0.060601
alpha_loc_3637_pop_0,0.003439,0.003113,-0.056884,0.065919
alpha_loc_3638_pop_0,-0.000946,-0.000523,-0.064764,0.059846
alpha_loc_3639_pop_0,-0.000129,-0.000296,-0.061950,0.062722
alpha_loc_3640_pop_0,-0.000104,0.000150,-0.062581,0.062267
alpha_loc_3641_pop_0,0.000285,0.000461,-0.060271,0.061948
alpha_loc_3642_pop_0,0.000235,0.000242,-0.061935,0.062244
alpha_loc_3643_pop_0,0.000081,0.000380,-0.061107,0.061773
alpha_loc_3644_pop_0,-0.000781,-0.000230,-0.063730,0.058340
alpha_loc_3645_pop_0,0.000033,0.000055,-0.061531,0.062406
alpha_loc_3646_pop_0,-0.001758,-0.001362,-0.064687,0.059504
alpha_loc_3647_pop_0,0.000803,0.000936,-0.059343,0.062258
alpha_loc_3648_pop_0,0.000328,0.000054,-0.060495,0.062206
alpha_loc_3649_pop_0,0.000963,0.000794,-0.059031,0.063357
alpha_loc_3650_pop_0,0.000139,-0.000039,-0.062279,0.062217
alpha_loc_3651_pop_0,0.000170,-0.000157,-0.061047,0.062474
alpha_loc_3652_pop_0,-0.003943,-0.003317,-0.068151,0.056007
alpha_loc_3653_pop_0,-0.000339,-0.000300,-0.062365,0.060344
alpha_loc_3654_pop_0,-0.000906,-0.000865,-0.064190,0.059994
alpha_loc_3655_pop_0,0.000006,-0.000018,-0.060863,0.061681
alpha_loc_3656_pop_0,-0.000986,-0.000576,-0.061676,0.059859
alpha_loc_3657_pop_0,0.000099,0.000147,-0.061717,0.063411
alpha_loc_3658_pop_0,-0.000215,0.000146,-0.061987,0.060251
alpha_loc_3659_pop_0,-0.000526,-0.000606,-0.062359,0.060579
alpha_loc_3660_pop_0,0.000035,0.000284,-0.062125,0.061784
alpha_loc_3661_pop_0,-0.000097,-0.000238,-0.060138,0.062774
alpha_loc_3662_pop_0,0.000182,0.000095,-0.060229,0.061921
alpha_loc_3663_pop_0,-0.000099,0.000061,-0.062908,0.062203
alpha_loc_3664_pop_0,0.000822,0.000300,-0.059887,0.062775
alpha_loc_3665_pop_0,0.000283,0.000411,-0.060312,0.062096
alpha_loc_3666_pop_0,-0.000835,-0.000993,-0.062707,0.060192
alpha_loc_3667_pop_0,0.000493,0.000464,-0.060888,0.061882
alpha_loc_3668_pop_0,0.001610,0.001548,-0.059778,0.063686
alpha_loc_3669_pop_0,0.002343,0.002445,-0.058018,0.063220
alpha_loc_3670_pop_0,0.000158,0.000004,-0.061835,0.063822
alpha_loc_3671_pop_0,0.000301,0.000368,-0.061839,0.061809
alpha_loc_3672_pop_0,0.000116,0.000149,-0.060992,0.060418
alpha_loc_3673_pop_0,-0.000062,-0.000041,-0.062813,0.061540
alpha_loc_3674_pop_0,-0.000693,-0.000479,-0.063645,0.060689
alpha_loc_3675_pop_0,-0.000049,-0.000258,-0.060365,0.062068
alpha_loc_3676_pop_0,0.001441,0.000959,-0.058296,0.063513
alpha_loc_3677_pop_0,-0.000235,-0.000305,-0.062579,0.062792
alpha_loc_3678_pop_0,0.000035,-0.000272,-0.062870,0.063282
alpha_loc_3679_pop_0,-0.000467,-0.000314,-0.063460,0.060948
alpha_loc_3680_pop_0,0.002154,0.001743,-0.058882,0.064569
alpha_loc_3681_pop_0,-0.000640,-0.000316,-0.061401,0.060252
alpha_loc_3682_pop_0,0.000927,0.000732,-0.060667,0.062177
alpha_loc_3683_pop_0,0.000549,0.000236,-0.061295,0.062313
alpha_loc_3684_pop_0,-0.000385,-0.000123,-0.063195,0.061947
alpha_loc_3685_pop_0,0.000115,-0.000237,-0.060592,0.062681
alpha_loc_3686_pop_0,0.000130,-0.000389,-0.062925,0.063127
alpha_loc_3687_pop_0,0.000368,-0.000049,-0.061206,0.063238
alpha_loc_3688_pop_0,0.003419,0.003000,-0.055682,0.066719
alpha_loc_3689_pop_0,0.000174,0.000442,-0.063002,0.062319
alpha_loc_3690_pop_0,-0.000482,-0.000494,-0.062293,0.062496
alpha_loc_3691_pop_0,-0.001072,-0.001014,-0.064277,0.062034
alpha_loc_3692_pop_0,-0.000566,-0.000384,-0.061343,0.061570
alpha_loc_3693_pop_0,0.000151,0.000171,-0.061673,0.062074
alpha_loc_3694_pop_0,-0.001791,-0.001958,-0.065621,0.060952
alpha_loc_3695_pop_0,0.000736,0.000302,-0.059276,0.063318
alpha_loc_3696_pop_0,-0.002291,-0.001977,-0.064805,0.059170
alpha_loc_3697_pop_0,-0.000589,-0.000736,-0.062414,0.060801
alpha_loc_3698_pop_0,0.000030,-0.000087,-0.060969,0.060152
alpha_loc_3699_pop_0,-0.000911,-0.000630,-0.061904,0.059570
alpha_loc_3700_pop_0,0.000236,0.000212,-0.062591,0.062340
alpha_loc_3701_pop_0,0.000188,-0.000141,-0.061317,0.064348
alpha_loc_3702_pop_0,-0.000248,-0.000496,-0.062207,0.060971
alpha_loc_3703_pop_0,0.002615,0.002135,-0.057724,0.064571
alpha_loc_3704_pop_0,-0.000851,-0.000840,-0.062611,0.059506
alpha_loc_3705_pop_0,-0.001158,-0.000913,-0.062642,0.059862
alpha_loc_3706_pop_0,0.000433,0.000183,-0.060513,0.062013
alpha_loc_3707_pop_0,-0.000126,-0.000102,-0.064728,0.061478
alpha_loc_3708_pop_0,0.000816,0.000670,-0.059882,0.062086
alpha_loc_3709_pop_0,-0.000189,0.000023,-0.062305,0.060719
alpha_loc_3710_pop_0,-0.002947,-0.002024,-0.065665,0.056607
alpha_loc_3711_pop_0,-0.000105,-0.000163,-0.061547,0.060656
alpha_loc_3712_pop_0,-0.000223,0.000183,-0.061261,0.060370
alpha_loc_3713_pop_0,0.001550,0.000847,-0.059284,0.065451
